RealRate
2,12213778
2,14807579
2,28715091
2,0249864
2,07748685
2,0318442
2,24630973
2,37357342
2,13388077
1,94622258
1,98911422
1,82624712
1,38696881
1,39949068
1,11112286
1,02522008
1,06289422
1,40051629
1,48755401
1,44558109
1,35649733
1,23957472
1,48506331
1,63162854
0,97537985
0,93854104
1,03930649
1,25074177
0,71281967
1,0174109
1,32210554
1,26690282
1,15904037
0,94923764
0,99714116
1,06141004
0,84804056
1,29792486
1,12451541
0,99873153
1,3091053
1,22638786
1,01936098
0,84675907
0,65616389
0,57706775
0,40880525
0,33888956
0,62620927
0,86397716
0,82968718
0,87385088
0,97750283
0,71147484
0,49226699
0,57395235
0,39497491
0,21493888
0,09856249
0,13706953
0,14446831
0,14610051
0,02185103
0,16923691
0,19464573
-0,08722198
-0,04815105
-0,05482603
-0,06008478
-0,16925714
-0,09317224
-0,00573705
-0,17237745
0,08440142
0,17210018
0,05034072
-0,02421188
-0,01939123
0,22769375
0,54638104
0,47506869
0,54083451
0,49296942
0,48963774
0,41829993
0,68063671
0,50867731
0,58045318
0,7022221
0,62685415
0,62452944
0,59099495
0,6494057
0,58085993
0,7009647
0,71330026
0,38472537
0,7099428
0,53838038
0,75170542
0,41032252
0,53392144
0,5537778
0,6670749
0,54830556
0,51245991
0,52877171
0,6662057
0,64742223
0,73450597
0,538738
0,55140742
0,34527268
0,41364983
0,51909852
0,16534694
0,22683746
0,2160743
0,28979681
0,34660933
0,70045658
0,72565107
0,77438158
0,91650302
0,76575378
0,7764088
0,73611135
0,72501612
0,67086016
0,56521264
0,72914351
0,75219045
0,57304923
0,87378801
1,08846929
1,02953583
1,01435433
1,2160918
1,24572814
1,15523371
1,25524162
1,1321469
1,30012681
1,30865835
1,25496666
1,04043434
1,06818285
0,51720765
0,42030375
0,5404288
0,42130162
0,44057188
0,42005179
0,23500552
0,36832453
0,43361185
0,51426493
0,50509631
0,31598579
-0,12783745
-0,11159442
-0,02785652
-0,15369936
-0,3453445
-0,407134
-0,34333693
-0,29173845
-0,21395564
-0,23232146
-0,23501721
-0,2308238
0,01250687
0,11804694
0,03694758
-0,00566485
0,03504108
-0,26101879
-0,19473087
0,08790114
0,16399788
0,09168917
0,3194951
0,44159289
0,34708992
0,94940027
1,20389776
1,02509351
1,06217493
0,8556253
1,20424868
1,79733203
1,93071305
1,57612515
1,78309897
1,42020217
2,05963636
1,44391386
1,53690406
1,06063107
1,4260473
1,60209539
1,69970754
2,08246076
2,09432864
1,68089907
1,68087145
